LinkedNodeID,nid ( Content Page ID),Lang,title ( Content page title),H5Pcontent
2236,2242,en,Nikshay Aushadhi-District dashboard,1016
2237,2243,en,Nikshay Aushadhi - Alert Dashboard,1017
2238,2244,en,Nikshay Aushadhi-Reports,1815
2245,2246,en,Types of Drugs and Consumables in NTEP,1096
2247,2248,en,"Drugs, injectables and related supplies in NTEP",1097
2249,2250,en,Laboratory consumables,1611
2251,2252,en,99 DOTS and MERM boxes,
2253,2254,en,Types of General stocks and materials,7062
2255,2256,en,Various stocking points in NTEP,1117
2257,2258,en,State drug stores,1888
2263,2265,en,Consumables required at CBNAAT Lab,4244
2264,2266,en,District drug stores,1872
2267,2268,en,Other CBNAAT tests - Availability and Utility,7478
2269,2270,en,TU/PHI drug stores,1873
2271,2272,en,Best practices in stores,6307
2273,2274,en,Creation of new login for a store,
2275,2276,en,Drug request management,3268
2277,2278,en,Drug transfer advice,1392
2279,2280,en,Issue dispatch,4579
2281,2282,en,Packaging,
2283,2284,en,Quality control management,
2285,2287,en,Risk Population for TB Infection,2325
2285,2287,mr,Risk Population for TB Infection,
2286,2288,en,Return,
2289,2290,en,Stock management,7055
2291,2292,en,Role of SDS Pharmacist,1884
2293,2294,en,Role of DDS Pharmacist,1295
2295,2296,en,Role of TU Pharmacists/PHI Pharmacist,1294
2297,2298,en,Interaction of TU/PHI pharmacist with TB Care ecosystem,1293
2299,2300,en,Role of Treatment Supporter in SCM,822
2301,2302,en,Essentials for Inventory Management,1247
2303,2304,en,Indenting Process in NTEP,7060
2303,2304,te,Indenting Process in NTEP,7061
2305,2306,en,Process of Requesting Supplies,4819
2307,2308,en,Procedures following the receipt of supplies,1394
2309,2310,en,Reporting on receipt in Nikshay Aushadhi from CMSS/GMSD,1246
2311,2312,en,Receipt of supplies to SDS form from other state(SDS),1242
2313,2314,en,Receipt of supplies from third party,1241
2315,2316,en,Issue of Supplies,1859
2317,2318,en,Process of Issuing Supplies,1396
2319,2320,en,Procedures following the dispatch of supplies,1239
2321,2322,en,Reporting of dispatch in Nikshay Aushadhi : On Request,1245
2323,2324,en,Reporting of dispatch in Nikshay Aushadhi : Without Request,1155
2325,2326,en,Reporting of dispatch in Nikshay Aushadhi from SDS/DDS: Transfers,1154
2327,2328,en,Consumption of supplies,7561
2329,2330,en,Nikshay - Drug Dispensation Module,6021
2329,2330,te,Nikshay - Drug Dispensation Module,6020
2331,2332,en,Forecasting - Meaning and significance,1149
2333,2334,en,Forecasting the supply requirement,1148
2335,2336,en,Follow-up actions to forecasting of supplies,1146
2337,2338,en,Overview of Expiry management of supplies,1902
2339,2340,en,Forecasting the expiry of supplies,1094
2341,2342,en,Follow-up actions to forecasting of expiry of supplies,1093
2343,2344,en,Stocking NTEP drugs in private sector-Overview and significance,1092
2345,2346,en,Process of stocking drugs in Private Sector,4454
2347,2348,en,Monitoring and expiry management of drugs in Private sector,1090
2349,2350,en,Procurement- Definition,918
2351,2352,en,Principles of Procurement,1089
2353,2354,en,Essentials of Procurement,1079
2355,2356,en,Types of Procurement Processes,3929
2357,2358,en,Overview and Process of Procurement,4820
2360,2361,en,What is GeM,2426
2362,2363,en,Processes in GeM,2427
2364,2366,en,Direct Procurement through GeM,109
2365,2367,en,Floating Tender through GeM,83
2368,2372,en,Flow of DS-TB Drugs in NTEP,1078
2370,2374,en,Flow of Bdq in NTEP,1077
2371,2375,en,Flow of Dlm in NTEP,1046
2376,2377,en,Flow of CB-NAAT Cartridges/TrueNat chips in NTEP,971
2189,2378,en,Ziehl–Neelsen Microscopy,4033
2379,2384,en,Packaging - Significance,1595
2380,2385,en,Specification of boxes,2245
2381,2386,en,Labelling the boxes,1596
2382,2387,en,Types of monthly PWB,3928
2383,2388,en,Process of preparation of boxes,
2389,2390,en,Recording box preparation in Ni-kshay Aushadhi,1615
2391,2393,en,Overview : Return and Reconstitution,1616
2392,2395,en,Process of Return of Drugs,1617
2394,2396,en,Recording reconstitution in Ni-kshay Aushadhi,2424
2397,2401,en,Transportation of Supplies under NTEP,1623
2398,2402,en,Key considerations during transportation of Supplies,1618
2399,2403,en,Supply to DDS/TU,1619
2400,2404,en,Supply from TU to PHI,7550
2405,2410,en,What is Quality Assurance of Drugs in NTEP?,1602
2406,2411,en,Protocol of QA of drugs in NTEP,1601
2407,2412,en,Process for QA of drugs in NTEP,1600
2408,2413,en,Collection of drugs for testing,1599
2409,2414,en,Follow up after drug testing,1597
2415,2416,en,Recording of QA in Nikshay Aushadhi,1153
2417,2423,en,Monitoring of sub stores,1151
2418,2424,en,How to do monitoring of sub stores,1150
2419,2425,en,Desk monitoring of supply chain,1147
2420,2426,en,Store Visits in NTEP,7548
2421,2427,en,Checklists for Store Visit in NTEP,1143
2422,2428,en,Documenting the store visit,1142
2429,2431,en,Physical Verification of supplies,1141
2430,2432,en,Steps for Physical verification of supplies in different stores,1140
1992,2433,en,Senior Treatment Supervisors [STS] and their role,5192
1992,2433,te,Senior Treatment Supervisors [STS] and their role,5191
2434,2435,en,Recording of Physical Verification in Ni-kshay Aushadhi,1137
2438,2439,en,Disposal of expired supplies,6394
2438,2439,te,Disposal of expired supplies,6393
456,2440,en,CBNAAT Testing Process Overview,4504
44,2448,en,Nikshay Information EcoSystem,3542
2463,2464,en,Receipt of Supplies at SDS,1130
2369,2512,en,Flow of DR-TB Drugs in NTEP,1129
2042,2534,en,Random Blinded ReChecking [RBRC] Interpreting Feedback,3363
2607,2609,en,Working with a Microscope,3013
2606,2610,en,Parts of a Microscope,3833
2614,2615,en,Management of Patient-wise Boxes in Different Scenarios,2246
2616,2617,en,Reporting of Adverse Events and Serious Adverse Events,460
2618,2619,en,Goals of DR-TB Treatment,772
2620,2621,en,Treatment of DR-TB in Children,7183
2623,2624,en,Role of the District Drug Store [DDS] in the Constitution of Patient-wise Boxes,774
2625,2626,en,Dosages of M/XDR-TB Drugs for Adult in Longer Oral M/XDR-TB Regimen​,4822
2628,2629,en,Sequence of Using Replacement Drugs to Modify the Longer Oral M/XDR-TB Regimen​,3874
2630,2631,en,Shorter Oral Bedaquiline-containing MDR/RR-TB Regimen: Dosage of Drugs for Adults,458
2632,2633,en,Possible Adverse Events Due to Drugs in Shorter Oral Bedaquiline-containing MDR/RR-TB Regimen,1193
2522,2737,en,Evaluation of Stores and Stocks,560
2829,2830,en,Viewing Refill Task List,430
2828,2831,en,Dispensation Correlation,429
2827,2832,en,Add and view prescription,5562
2827,2832,mr,Add and view prescription,
2827,2832,te,Add and view prescription,
2826,2833,en,Returning Dispensation,553
2825,2834,en,Adding and Printing Dispensation,554
2846,2847,en,Reset Procedure for Truenat Testing,3398
2851,2852,en,Monitoring Different Types of Errors with Truenat,3988
2848,2853,en,Trueprep Error Classes and actions,4578
2849,2854,en,Truelab Error Classes and actions,3547
2850,2855,en,Troubleshooting Failures Without Error Codes,3533
2950,2951,en,Monitoring and Evaluation of NAAT Labs,4823
2968,2971,en,TB burden and its impact in Work place,7329
2974,2976,en,Dynamics of TB Transmission in workplace,4534
2969,2977,en,"Absenteeism, Productivity Loss & Economic impact",3203
2970,2978,en,"Stigma & Discrimination at workplaces, and Wage Loss leading to Poverty",4038
2980,2981,en,Checklist for a TB Free Workplace,
2979,2982,en,TB Free workplace committee,7335
2980,2991,en,Checklist for a TB Free Workplace,7346
2983,2992,en,TB Free Work Place Policy,7334
2984,2993,en,Monitoring & Evaluation process for a TB Free Work Place,7341
2985,2994,en,Policies and Guidelines related to TB in Workplace,3563
2986,2995,en,Expressing Solidarity with the TB diagnosed employee,4484
2987,2996,en,TB Nutrition,3904
2988,2997,en,Govt. Supports for TB Patients - How to initiate,3297
2989,2998,en,Case Studies of TB Free Work Places,3232
2974,3001,en,Dynamics of TB Transmission in workplace,7330
2999,3002,en,TB Free Workplace -Definition,7332
3000,3003,en,Measures for tackling spread of Airborne Infections inside the organization:,7344
584,3055,en,Prevalence of TB Infection,3864
2008,3056,en,Contextualizing the algorithm for ACF campaign,6326
2008,3056,te,Contextualizing the algorithm for ACF campaign,6325
3070,3073,en,Program Implementation Plan [PIP],6378
3070,3073,te,Program Implementation Plan [PIP],6377
3074,3075,en,Interaction of STLS with TB Patient Care Ecosystem,7530
3079,3081,en,Role of STLS in District Review meetings,3412
3082,3083,en,Assessment of stocks at DMC,4751
3108,3109,en,Pipette,3749
3107,3110,en,Calibration of Truenat,
3106,3111,en,Calibration of CBNAAT,4482
354,3215,en,Burden of DR-TB in India,3230
3191,3216,en,PMDT structure and roles,7129
3192,3217,en,Referral mechanisms for DR-TB services,4508
3193,3218,en,Senior DR-TB/TB-HIV Supervisor and their role,3432
3194,3219,en,Interaction of Senior DR-TB/TB-HIV Supervisor with the TB Patient Care Ecosystem,7130
3195,3220,en,ICTC,7202
3196,3221,en,ART Centre,4824
3197,3222,en,Link ART Centre,7531
3198,3223,en,ART Centre of Excellence,1612
3199,3224,en,PMDT Treatment Book,3850
3200,3225,en,TB Comorbidity Committee,3472
3201,3226,en,District TB-comorbidity Coordination Committees [DTCC],1666
3202,3227,en,Interim reports of DR-TB Treatment,3908
3203,3228,en,DR-TB Counselling Register,4825
3204,3229,en,National TB-HIV Collaborative Framework,4274
3205,3230,en,Overview of TB-HIV Collaborative Activities under NTEP,3829
3206,3231,en,"NACP and NTEP Coordination at National, State and District Levels",4275
3207,3232,en,State AIDS Control Society [SACS],3456
3208,3233,en,District AIDS Prevention and Control Units [DAPCU],4276
3209,3234,en,Linkage to TB-HIV services in the private sector,3916
3210,3235,en,Advocacy to affected communities and PLHA networks,3274
3211,3236,en,HIV testing of individuals with presumed or confirmed TB,4826
3212,3237,en,Tuberculosis Health Action Learning Initiative [THALI],3510
3213,3238,en,Prevention of TB in HIV Settings,3870
3214,3239,en,Intensified TB Case Finding [ICF] in HIV testing Settings,4277
3240,3244,en,Reconstitution Register,3371
3241,3245,en,aDSM review form,4828
3242,3246,en,aDSM treatment initiation form,4829
3243,3247,en,PMDT Review Mechanisms,3848
3248,3264,en,Ni-kshay HIV Status Report,4830
3249,3265,en,Quarterly report on TB-HIV Collaborative Activities,3361
3250,3266,en,Performance Indicators and Targets for TB-HIV Collaborative Activities,3846
3251,3267,en,TB-HIV joint review mechanisms,3515
3252,3268,en,Role of the Senior DR-TB/TB-HIV Supervisor at the ART/ICTC centres,3415
3253,3269,en,Role of the DR-TB HIV Coordinator in treatment centres,3414
3254,3270,en,Role of the Senior DR-TB/TB-HIV Supervisor in diagnostic centres,3416
3255,3271,en,Supervisory role of the Senior DR-TB/TB-HIV Supervisor for DR-TB patients,3467
3256,3272,en,Supervisory activities by the Senior DR-TB/TB-HIV Supervisor,3466
3257,3273,en,Treatment of DR-TB with HIV Coinfection,3527
3259,3274,en,ART For TB-HIV Patients,4278
3260,3275,en,Isoniazid Preventive Therapy [IPT] in People Living with HIV [PLHIV],4280
3261,3276,en,Co-trimoxazole prophylactic therapy in persons with HIV and TB coinfection,7159
3262,3277,en,Prevention of TB in facilities caring for HIV-infected persons,4973
3263,3278,en,Reporting of ICF activities among PLHIV,3388
3279,3280,en,F-ICTC,5037
3281,3282,en,DR TB with HIV Co-infection,1248
728,3295,en,Diagnostic Algorithm for Pediatric TB,7459
728,3295,mr,Diagnostic Algorithm for Pediatric TB,7458
728,3295,te,Diagnostic Algorithm for Pediatric TB,7460
3309,3348,en,Deduplication while enrolling a new patient,1405
3309,3348,mr,Deduplication while enrolling a new patient,
3309,3348,te,Deduplication while enrolling a new patient,
3310,3349,en,Searching and viewing patient lists,3422
3310,3349,mr,Searching and viewing patient lists,
3310,3349,te,Searching and viewing patient lists,
3311,3350,en,Add comorbidity,5123
3311,3350,mr,Add comorbidity,
3311,3350,te,Add comorbidity,
3312,3351,en,Closing Cases and Assigning Treatment Outcomes,5568
3312,3351,mr,Closing Cases and Assigning Treatment Outcomes,
3312,3351,te,Closing Cases and Assigning Treatment Outcomes,
3313,3352,en,Reinitiating case,5573
3313,3352,mr,Reinitiating case,
3313,3352,te,Reinitiating case,
3314,3353,en,Updating and Viewing patient Health Facility details,5565
3314,3353,mr,Updating and Viewing patient Health Facility details,
3314,3353,te,Updating and Viewing patient Health Facility details,
3315,3354,en,Transferring a patient,5576
3315,3354,mr,Transferring a patient,
3315,3354,te,Transferring a patient,
3316,3355,en,Adding and viewing Patient Notes,5563
3316,3355,mr,Adding and viewing Patient Notes,
3316,3355,te,Adding and viewing Patient Notes,
3317,3356,en,Assigning Patients to ART and DRTB Centres,5564
3317,3356,mr,Assigning Patients to ART and DRTB Centres,
3317,3356,te,Assigning Patients to ART and DRTB Centres,
3318,3357,en,Entering the Bank details of Beneficiary,1408
3318,3357,mr,Entering the Bank details of Beneficiary,
3318,3357,te,Entering the Bank details of Beneficiary,
3319,3377,en,Process to create the DBT Checker Login,5902
3319,3377,mr,Process to create the DBT Checker Login,
3319,3377,te,Process to create the DBT Checker Login,
3320,3378,en,Process to create the DBT Maker Login,5903
3320,3378,mr,Process to create the DBT Maker Login,
3320,3378,te,Process to create the DBT Maker Login,
3321,3379,en,Beneficiary approval by DBT Checker,5891
3321,3379,mr,Beneficiary approval by DBT Checker,
3321,3379,te,Beneficiary approval by DBT Checker,
3322,3380,en,Determining the Beneficiary status,1043
3322,3380,mr,Determining the Beneficiary status,
3322,3380,te,Determining the Beneficiary status,
3323,3381,en,Benefit Processing via Ni-kshay PFMS Integration,1409
3323,3381,mr,Benefit Processing via Ni-kshay PFMS Integration,
3323,3381,te,Benefit Processing via Ni-kshay PFMS Integration,
3324,3382,en,Steps to be taken in Nikshay at TU Level,5894
3324,3382,mr,Steps to be taken in Nikshay at TU Level,
3324,3382,te,Steps to be taken in Nikshay at TU Level,
3325,3383,en,Steps to be taken in Nikshay at DTO Level,5895
3325,3383,mr,Steps to be taken in Nikshay at DTO Level,
3325,3383,te,Steps to be taken in Nikshay at DTO Level,
3326,3384,en,Benefit Approval in PFMS,5901
3326,3384,mr,Benefit Approval in PFMS,
3326,3384,te,Benefit Approval in PFMS,
3327,3385,en,User Management-Overview,884
3327,3385,mr,User Management-Overview,
3327,3385,te,User Management-Overview,
3328,3386,en,Editing TU Profile,890
3328,3386,mr,Editing TU Profile,
3328,3386,te,Editing TU Profile,
3329,3387,en,Editing PHI/Pvt HF Profile,892
3329,3387,mr,Editing PHI/Pvt HF Profile,
3329,3387,te,Editing PHI/Pvt HF Profile,
3330,3388,en,Adding Facilities,893
3330,3388,mr,Adding Facilities,
3330,3388,te,Adding Facilities,
3331,3389,en,User Management-Merge,894
3331,3389,mr,User Management-Merge,
3331,3389,te,User Management-Merge,
3332,3390,en,Staff Management,897
3332,3390,mr,Staff Management,
3332,3390,te,Staff Management,
3333,3391,en,Creating DBT Checker for Processing DBT,898
3333,3391,mr,Creating DBT Checker for Processing DBT,
3333,3391,te,Creating DBT Checker for Processing DBT,
3334,3392,en,Deleted Patient Register,1024
3334,3392,mr,Deleted Patient Register,
3334,3392,te,Deleted Patient Register,
3335,3393,en,Prescription Register,5672
3335,3393,mr,Prescription Register,
3335,3393,te,Prescription Register,
3336,3394,en,DRTB Treatment Register,5671
3336,3394,mr,DRTB Treatment Register,
3336,3394,te,DRTB Treatment Register,
3337,3395,en,Follow-Up Register,5673
3337,3395,mr,Follow-Up Register,
3337,3395,te,Follow-Up Register,
3338,3396,en,Private HF Register,911
3338,3396,mr,Private HF Register,
3338,3396,te,Private HF Register,
3339,3397,en,Comorbidity Register,5766
3339,3397,mr,Comorbidity Register,
3339,3397,te,Comorbidity Register,
3340,3398,en,Beneficiary Register,914
3340,3398,mr,Beneficiary Register,
3340,3398,te,Beneficiary Register,
3341,3399,en,Enrollment Register,2292
3341,3399,mr,Enrollment Register,
3341,3399,te,Enrollment Register,
3342,3400,en,Deduplication Register,1029
3342,3400,mr,Deduplication Register,
3342,3400,te,Deduplication Register,
3343,3401,en,Contact Tracing Register,5840
3343,3401,mr,Contact Tracing Register,
3343,3401,te,Contact Tracing Register,
3344,3402,en,Adherence Register,5730
3344,3402,mr,Adherence Register,
3344,3402,te,Adherence Register,
3345,3403,en,Switch Technology Register,5731
3345,3403,mr,Switch Technology Register,
3345,3403,te,Switch Technology Register,
3346,3404,en,DRTB Follow Up Register,5674
3346,3404,mr,DRTB Follow Up Register,
3346,3404,te,DRTB Follow Up Register,
3347,3405,en,Health Facility Service Register,916
3347,3405,mr,Health Facility Service Register,
3347,3405,te,Health Facility Service Register,
3420,3471,en,Start Treatment for DSTB patient & DRTB patient,5555
3420,3471,mr,Start Treatment for DSTB patient & DRTB patient,
3420,3471,te,Start Treatment for DSTB patient & DRTB patient,
3421,3472,en,Download the Tb Arogya Sathi App and Steps to Login,5849
3421,3472,mr,Download the Tb Arogya Sathi App and Steps to Login,
3421,3472,te,Download the Tb Arogya Sathi App and Steps to Login,
3422,3473,en,Health Facilities,5850
3422,3473,mr,Health Facilities,
3422,3473,te,Health Facilities,
3423,3474,en,Summary and Treatment Progress View,5851
3423,3474,mr,Summary and Treatment Progress View,
3423,3474,te,Summary and Treatment Progress View,
3424,3475,en,View Adherence Details,5852
3424,3475,mr,View Adherence Details,
3424,3475,te,View Adherence Details,
3425,3476,en,View DBT Details,5853
3425,3476,mr,View DBT Details,
3425,3476,te,View DBT Details,
3426,3477,en,Adding bank details in the Arogya Sathi App,5854
3426,3477,mr,Adding bank details in the Arogya Sathi App,
3426,3477,te,Adding bank details in the Arogya Sathi App,
3427,3478,en,Symptom Checker-Overview,5855
3427,3478,mr,Symptom Checker-Overview,
3427,3478,te,Symptom Checker-Overview,
3428,3479,en,Screening for Self and Others,5856
3428,3479,mr,Screening for Self and Others,
3428,3479,te,Screening for Self and Others,
3429,3480,en,Post enrolment follow-up cycle in Nikshay,1084
3429,3480,mr,Post enrolment follow-up cycle in Nikshay,
3429,3480,te,Post enrolment follow-up cycle in Nikshay,
3430,3481,en,CDST Test Register,432
3430,3481,mr,CDST Test Register,
3430,3481,te,CDST Test Register,
3431,3482,en,Patient Lab Register,6135
3431,3482,mr,Patient Lab Register,
3431,3482,te,Patient Lab Register,
3432,3483,en,DBT Summary,5904
3432,3483,mr,DBT Summary,
3432,3483,te,DBT Summary,
3433,3484,en,DBT Beneficiary Status,5905
3433,3484,mr,DBT Beneficiary Status,
3433,3484,te,DBT Beneficiary Status,
3434,3485,en,DBT Benefit Status,5906
3434,3485,mr,DBT Benefit Status,
3434,3485,te,DBT Benefit Status,
3438,3486,en,JEET Excel Export,1460
3438,3486,mr,JEET Excel Export,
3438,3486,te,JEET Excel Export,
3435,3487,en,DBT NPY,5907
3435,3487,mr,DBT NPY,
3435,3487,te,DBT NPY,
3436,3488,en,DBT Transaction Summary,5908
3436,3488,mr,DBT Transaction Summary,
3436,3488,te,DBT Transaction Summary,
3437,3489,en,Target Allocation,1461
3437,3489,mr,Target Allocation,
3437,3489,te,Target Allocation,
3439,3490,en,Transfer Register,2405
3439,3490,mr,Transfer Register,
3439,3490,te,Transfer Register,
3440,3491,en,Health Facility Notification Report,1462
3440,3491,mr,Health Facility Notification Report,
3440,3491,te,Health Facility Notification Report,
3441,3492,en,Benefit Register,5909
3441,3492,mr,Benefit Register,
3441,3492,te,Benefit Register,
3442,3493,en,MERM Patient Register,5722
3442,3493,mr,MERM Patient Register,
3442,3493,te,MERM Patient Register,
3443,3494,en,Patient Centric Test Register,2293
3443,3494,mr,Patient Centric Test Register,
3443,3494,te,Patient Centric Test Register,
3444,3495,en,Private Provider Incentive Eligibility Register,1463
3444,3495,mr,Private Provider Incentive Eligibility Register,
3444,3495,te,Private Provider Incentive Eligibility Register,
3445,3496,en,Service wise Summary Report,1464
3445,3496,mr,Service wise Summary Report,
3445,3496,te,Service wise Summary Report,
3449,3497,en,F Line LPA Report,1465
3449,3497,mr,F Line LPA Report,
3449,3497,te,F Line LPA Report,
3446,3498,en,Refill Register,1466
3446,3498,mr,Refill Register,
3446,3498,te,Refill Register,
3447,3499,en,Patient List F Line LPA Not Offered,5664
3447,3499,mr,Patient List F Line LPA Not Offered,
3447,3499,te,Patient List F Line LPA Not Offered,
3448,3500,en,Patient List S Line LPA Not Offered,5665
3448,3500,mr,Patient List S Line LPA Not Offered,
3448,3500,te,Patient List S Line LPA Not Offered,
3470,3501,en,Patient Adherence Dashboard,5732
3470,3501,mr,Patient Adherence Dashboard,
3470,3501,te,Patient Adherence Dashboard,
3469,3502,en,DBT Process Indicators Dashboard,124
3469,3502,mr,DBT Process Indicators Dashboard,
3469,3502,te,DBT Process Indicators Dashboard,
3468,3503,en,DBT Dashboard,5912
3468,3503,mr,DBT Dashboard,
3468,3503,te,DBT Dashboard,
3467,3504,en,TB Notification Dashboard,5663
3467,3504,mr,TB Notification Dashboard,
3467,3504,te,TB Notification Dashboard,
3466,3505,en,Accessing MERM report,1467
3466,3505,mr,Accessing MERM report,
3466,3505,te,Accessing MERM report,
3465,3506,en,Patient List UDST Excel export - Not Offered,1087
3465,3506,mr,Patient List UDST Excel export - Not Offered,
3465,3506,te,Patient List UDST Excel export - Not Offered,
3464,3507,en,Presumptive Case Register,5938
3464,3507,mr,Presumptive Case Register,
3464,3507,te,Presumptive Case Register,5937
3450,3508,en,S Line LPA Report,1468
3450,3508,mr,S Line LPA Report,
3450,3508,te,S Line LPA Report,
3451,3509,en,DBT TAT Indicator Register,1469
3451,3509,mr,DBT TAT Indicator Register,
3451,3509,te,DBT TAT Indicator Register,
3452,3510,en,ACF Excel Report,
3452,3510,mr,ACF Excel Report,
3452,3510,te,ACF Excel Report,
3453,3511,en,Co- morbidity report,1470
3453,3511,mr,Co- morbidity report,
3453,3511,te,Co- morbidity report,
3454,3512,en,Contact Tracing Report,1471
3454,3512,mr,Contact Tracing Report,
3454,3512,te,Contact Tracing Report,
3455,3513,en,Deduplication Report,1472
3455,3513,mr,Deduplication Report,
3455,3513,te,Deduplication Report,
3456,3514,en,Monthly Summary Report,4420
3456,3514,mr,Monthly Summary Report,
3456,3514,te,Monthly Summary Report,
3457,3515,en,PMDT Report,1474
3457,3515,mr,PMDT Report,
3457,3515,te,PMDT Report,
3451,3516,en,DBT TAT Indicator Register,
3458,3517,en,Treatment Status,1475
3458,3517,mr,Treatment Status,
3458,3517,te,Treatment Status,
3459,3518,en,UDST Report,5666
3459,3518,mr,UDST Report,
3459,3518,te,UDST Report,
3458,3519,en,Treatment Status,
3460,3520,en,Benefit Batch Register [DSC],5911
3460,3520,mr,Benefit Batch Register [DSC],
3461,3521,en,DBT Signatory Register [DSC],1055
3461,3521,mr,DBT Signatory Register [DSC],
3462,3522,en,DMC Register,5936
3462,3522,mr,DMC Register,
3462,3522,te,DMC Register,5935
3463,3523,en,PFMS Agency Register [DSC],1056
3463,3523,mr,PFMS Agency Register [DSC],
2058,3524,en,MERM Box: Box Assembly,493
2058,3524,mr,MERM Box: Box Assembly,
2059,3525,en,MERM Box: Battery Assembly and Charging,1411
2059,3525,mr,MERM Box: Battery Assembly and Charging,
2060,3526,en,MERM Box: Battery Troubleshooting,3480
2060,3526,mr,MERM Box: Battery Troubleshooting,
2061,3527,en,MERM Box: MERM Allocation in Nikshay,494
2062,3528,en,MERM Box: Setting Alarm and Refill Alarm Date,5716
2062,3528,mr,MERM Box: Setting Alarm and Refill Alarm Date,
2063,3529,en,MERM Box: Allocating MERM Boxes in Mobile App,5717
2063,3529,mr,MERM Box: Allocating MERM Boxes in Mobile App,
2064,3530,en,MERM Box: Last opened and Last seen,5721
2064,3530,mr,MERM Box: Last opened and Last seen,
2053,3531,en,MERM Box: Components,499
2053,3531,mr,MERM Box: Components,
2054,3532,en,MERM Box: Dosing reminder,5718
2054,3532,mr,MERM Box: Dosing reminder,
2055,3533,en,MERM Box: Medication Refill Reminder,501
2056,3534,en,MERM Box: Low Battery alert,5719
2056,3534,mr,MERM Box: Low Battery alert,
2057,3535,en,MERM Box: Patient Counselling,5720
2057,3535,mr,MERM Box: Patient Counselling,
3536,3545,en,Transfer of MERM patients,5723
3536,3545,mr,Transfer of MERM patients,
3536,3545,te,Transfer of MERM patients,
3537,3546,en,How are the benefits calculated in NPY?,5870
3537,3546,mr,How are the benefits calculated in NPY?,
3537,3546,te,How are the benefits calculated in NPY?,
3538,3547,en,Types of benefits for treatment supporter,5881
3538,3547,mr,Types of benefits for treatment supporter,
3538,3547,te,Types of benefits for treatment supporter,
3539,3548,en,Steps for processing payments for Treatment Supporters,5898
3539,3548,mr,Steps for processing payments for Treatment Supporters,
3539,3548,te,Steps for processing payments for Treatment Supporters,
3540,3549,en,Adding Beneficiary (Private Provider/HF) details in Ni-kshay,5890
3540,3549,mr,Adding Beneficiary (Private Provider/HF) details in Ni-kshay,
3540,3549,te,Adding Beneficiary (Private Provider/HF) details in Ni-kshay,
3541,3550,en,Generation of benefits by Nikshay for PPs and informants,5896
3541,3550,mr,Generation of benefits by Nikshay for PPs and informants,
3541,3550,te,Generation of benefits by Nikshay for PPs and informants,
3542,3551,en,Approval by DBT Maker and DBT Checker,5897
3542,3551,mr,Approval by DBT Maker and DBT Checker,
3542,3551,te,Approval by DBT Maker and DBT Checker,
3543,3552,en,Scenarios where Private facilities will be getting benefits,5886
3543,3552,mr,Scenarios where Private facilities will be getting benefits,
3543,3552,te,Scenarios where Private facilities will be getting benefits,
3544,3553,en,Outcome Incentives & Report available to Private Provider,5887
3544,3553,mr,Outcome Incentives & Report available to Private Provider,
3544,3553,te,Outcome Incentives & Report available to Private Provider,
3586,3587,en,Patient management in Nikshay,1414
3586,3587,mr,Patient management in Nikshay,
3586,3587,te,Patient management in Nikshay,
3588,3593,en,Patient Engagement,5124
3588,3593,mr,Patient Engagement,
3588,3593,te,Patient Engagement,
3589,3594,en,Unified Patient Page,1031
3589,3594,mr,Unified Patient Page,
3589,3594,te,Unified Patient Page,
3590,3595,en,Task List on Ni-kshay,1032
3590,3595,mr,Task List on Ni-kshay,
3590,3595,te,Task List on Ni-kshay,
3591,3596,en,Classifying PHIs as ART and DRTB Centre Via User Management,1478
3591,3596,mr,Classifying PHIs as ART and DRTB Centre Via User Management,
3591,3596,te,Classifying PHIs as ART and DRTB Centre Via User Management,
3592,3597,en,TB Index Dashboard,5662
3592,3597,mr,TB Index Dashboard,
3592,3597,te,TB Index Dashboard,
3625,3631,en,Loading the sample into Truenat Cartridge,3333
3626,3632,en,Unloading the Truenat Cartridge,3498
3627,3633,en,Using Truenat autoanalyzer for MTB testing,3491
3628,3634,en,Loading the elute onto the Truenat MTB Chip,2156
3629,3635,en,Retrieving test results from the Truenat machine,3402
3630,3636,en,Recording Truenat Results,3373
3666,3667,en,Follow-Up Module,1482
3666,3667,mr,Follow-Up Module,
3666,3667,te,Follow-Up Module,
3683,3687,en,DBT Beneficiaries and their roles,7235
3684,3688,en,DBT Maker and their roles,7238
3685,3689,en,DBT Checker and their roles,7237
3686,3690,en,DBT Approver and their roles (PFMS),3258
3691,3730,en,Digital Security Certificates [DSC] for DBT payments,3262
3692,3731,en,PFMS Agency Bank Account Scheme Component Mapping,3560
3693,3732,en,PFMS Agency to TU Mapping in Ni-kshay,3561
3694,3733,en,Creation of DBT Approver ID (PFMS),3248
3695,3734,en,Modifying/resetting of DBT Approver ID or password,3523
3696,3735,en,Process flow for DBT in PFMS,267
3697,3736,en,DSC Request form,3271
3698,3737,en,Enrolling a DSC on PFMS,3280
3699,3738,en,Pre-requisite requirements to enroll DSC,3566
3700,3739,en,Signature configuration by PFMS agency,3876
3702,3741,en,Account Activation for e-payments using DSC,3204
3703,3742,en,DSC processes at the state level,3272
3704,3743,en,DSC processes at the district level,3273
3705,3744,en,Approval process with second-level DSCs,3213
3706,3745,en,Documentation for NHM auditing,3264
3707,3746,en,"Registering ""Forego Benefits"" under Nikshay",4831
3708,3747,en,Revalidation of the beneficiary and benefits by the DBT checker,3617
